ProteinIDs,gene,peptides,intensity_total_01,intensity_L_01,intensity_H_01,intensity_total_1,intensity_L_1,intensity_H_1,intensity_total_10,intensity_L_10,intensity_H_10,intensity_total_100,intensity_L_100,intensity_H_100,intensity_total_1000,intensity_L_1000,intensity_H_1000,MaxQuant_ratio_type,maxquant_ratio_01,maxquant_ratio_1,maxquant_ratio_10,maxquant_ratio_100,maxquant_ratio_1000,maxquant_ratio_normalized_01,maxquant_ratio_normalized_1,maxquant_ratio_normalized_10,maxquant_ratio_normalized_100,maxquant_ratio_normalized_1000,promoter,date,wt_sequence,control_sequence,strain,media,binding_additions,replicate,spec_machine,labeling
P0A910,ompA,11,1006400000,966700000,39693000,1762900000,1072800000,690130000,356710000,72550000,284160000.0,261280000,5065300,256220000,144110000,1552300.0,142560000,Median,0.039655,0.65062,3.7958,39.596,61.45,0.54452,0.85916,0.4888,0.98936,42.246,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A912,pal,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A917,ompX,1,40233000,38477000,1755600,51797000,31510000,20287000,5186800,986010,4200800.0,5371800,0,5371800,0,0.0,0,Median,0.050545,0.59652,3.3786,,,0.6588,0.79223,0.53744,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A953,fabB,6,465690000,441480000,24215000,423530000,266640000,156890000,145110000,19369000,125740000.0,209210000,5555900,203660000,109030000,284550.0,108740000,Median,0.048154,0.5634,5.767,39.775,34.971,0.66129,0.7417,0.86886,1.0556,25.044,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A955,eda,6,295860000,275590000,20270000,1030400000,623030000,407350000,94331000,9926800,84405000.0,64305000,1339700,62965000,61588000,979480.0,60608000,Median,0.061157,0.66527,7.3424,43.163,129.21,0.82597,0.87259,0.97747,1.1968,199.44,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A972,cspE,2,0,0,0,0,0,0,14047000,1552000,12495000.0,8351700,973070,7378700,0,0.0,0,Median,,,6.1922,7.9784,,,,0.83489,0.62653,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9X9;P0A978,cspA;cspG,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A988,dnaN,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A991,fbaB,6,523560000,420670000,102890000,542830000,363920000,178910000,180700000,27589000,153110000.0,159100000,4681500,154410000,160610000,2242800.0,158370000,Median,0.050782,0.49495,5.1825,22.102,47.333,0.69667,0.66767,0.66452,0.90141,73.059,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A993,fbp,6,26149000,24210000,1938400,59990000,34354000,25635000,6630200,722960,5907300.0,9516600,872730,8643900,3724000,268900.0,3455100,Median,0.12808,0.67642,9.6596,8.0946,7.7648,1.3933,0.91211,1.4876,1.747,11.985,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A998,ftnA,2,18491000,17242000,1249100,19394000,11609000,7784300,0,0,0.0,4720800,0,4720800,0,0.0,0,Median,0.068133,0.57512,,,,0.81827,0.80537,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9A6,ftsZ,3,57137000,55861000,1276600,0,0,0,0,0,0.0,13691000,896620,12794000,0,0.0,0,Median,0.039148,,,7.4402,,0.47429,,,0.5603,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9A9,fur,2,136370,120600,15766,285290,149410,135880,192350,27420,164930.0,0,0,0,194790,6387.2,188400,Median,0.108,0.83819,8.8038,,19.28,1.0568,1.0913,1.8524,,29.759,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9B2,gapA,22,10112000000,9423800000,688720000,10999000000,6333200000,4666300000,3903100000,395420000,3507700000.0,4042300000,118760000,3923500000,2408300000,46847000.0,2361500000,Median,0.072826,0.72183,7.5996,54.258,138.02,0.93376,0.91642,0.94166,1.0866,192.12,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9C3,galM,6,347620000,331880000,15740000,705300000,459510000,245790000,146270000,20362000,125900000.0,79988000,1931500,78057000,27126000,81522.0,27044000,Median,0.062169,0.53199,5.8223,21.033,58.972,0.85266,0.68512,0.72563,0.68088,91.023,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9C5,glnA,13,2785700000,2423600000,362050000,3551000000,1410700000,2140300000,1591200000,85897000,1505300000.0,1354400000,13778000,1340600000,1323800000,5022900.0,1318800000,Median,0.14572,1.5024,16.922,111.37,85.361,1.9563,1.9512,2.0501,2.0479,98.857,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9D2,gstA,4,173280000,164230000,9049600,246120000,160400000,85714000,23766000,3919500,19847000.0,2229200,0,2229200,0,0.0,0,Median,0.066026,0.63322,5.198,,,0.89042,0.85252,0.79766,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9D4,cysE,1,0,0,0,7640600,4025400,3615200,0,0,0.0,0,0,0,0,0.0,0,Median,,0.76849,,,,,1.0062,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9D8,dapD,3,185410000,174670000,10739000,167000000,100380000,66614000,64789000,7526200,57263000.0,70306000,1514700,68791000,107690000,423720.0,107270000,Median,0.065539,0.6329,7.4812,42.999,226.82,0.85213,0.83114,0.93167,0.89885,350.09,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9G6,aceA,16,12896000000,12407000000,488760000,9535200000,6913800000,2621400000,2981200000,593020000,2388200000.0,3511700000,117340000,3394400000,1442700000,6201700.0,1436500000,Median,0.035133,0.36515,3.8562,29.037,258.47,0.48308,0.45521,0.48391,0.55869,398.95,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9H1,mug,1,0,0,0,32929000,19760000,13169000,3275200,642970,2632300.0,0,0,0,0,0.0,0,Median,,0.60335,6.6004,,,,0.80081,1.1241,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9H7,cfa,1,24406000,22759000,1647300,24437000,13295000,11142000,6544200,964270,5580000.0,2910300,0,2910300,9198000,0.0,9198000,Median,0.070194,0.79786,5.933,,,0.89516,1.1168,0.91254,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9J8,pheA,7,101880000,92901000,8979200,173520000,117400000,56127000,52185000,7601700,44583000.0,39028000,1576400,37451000,12584000,226350.0,12358000,Median,0.065774,0.54016,5.0208,28.447,19.215,0.81946,0.72334,0.78106,2.0331,29.659,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9K3,ybeZ,3,71901000,67389000,4512000,117350000,72832000,44517000,20981000,2469900,18511000.0,32595000,834250,31761000,22607000,323440.0,22284000,Median,0.066149,0.6349,7.0757,40.852,58.999,0.81607,0.86732,1.057,3.257,43.838,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9L5,ppiC,2,0,0,0,3576100,1835600,1740600,1312100,164850,1147300.0,0,0,0,0,0.0,0,Median,,1.0199,8.2439,,,,1.4009,1.6637,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9L8,proC,1,13118000,12242000,876920,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.072963,,,,,0.81893,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9M0,lon,14,226020000,211490000,14527000,401290000,252900000,148380000,29091000,3799300,25292000.0,5321000,297590,5023400,10547000,236510.0,10311000,Median,0.060646,0.64495,4.6276,3.6251,16.161,1.7812,0.89621,0.7984,0.70175,24.945,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9M2,hpt,3,0,0,0,35087000,21387000,13700000,7642000,710940,6931100.0,0,0,0,0,0.0,0,Median,,0.69186,8.6813,,,,0.96539,1.3094,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9M5,gpt,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9M8,pta,10,335270000,312800000,22462000,385210000,227140000,158080000,103460000,12176000,91282000.0,72893000,1295500,71598000,63216000,90431.0,63125000,Median,0.067153,0.72852,7.8347,47.516,139.46,0.86371,0.98505,0.97065,1.3226,215.25,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9P0,lpdA,14,2543400000,2363200000,180240000,3936600000,2266700000,1669900000,682630000,78249000,604380000.0,661360000,13773000,647590000,369940000,3340500.0,366600000,Median,0.067107,0.67317,7.3206,44.141,26.303,0.91416,0.89508,0.93602,1.0466,27.028,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9P4,trxB,2,24944000,22749000,2194900,15179000,10825000,4354300,2986100,306630,2679500.0,0,0,0,0,0.0,0,Median,0.10647,0.58153,,,,1.1279,0.79577,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9P6,deaD,1,16262000,14607000,1654900,11690000,6830600,4859400,8697200,3466600,5230600.0,6701400,803860,5897500,5810500,1968000.0,3842500,Median,0.13655,0.633,1.3392,5.7892,2.0133,1.5999,0.87639,0.19912,0.64382,3.1075,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9Q1,arcA,4,50363000,47430000,2933000,69161000,45844000,23316000,7243200,1081800,6161500.0,5800800,160010,5640800,6897500,251310.0,6646200,Median,0.069335,0.39592,5.9516,16.03,13.4,0.88387,0.53674,0.91041,2.1823,20.683,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9Q5,accD,3,82726000,76712000,6013700,121320000,76265000,45053000,37410000,5795600,31614000.0,15408000,440880,14967000,10825000,76460.0,10748000,Median,0.068531,0.59474,6.4231,35.54,51.7,0.87335,0.76937,0.87573,5.4545,79.8,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9Q7,adhE,34,3861900000,3647800000,214160000,3757100000,2263300000,1493800000,1023800000,146480000,877330000.0,1078500000,28341000,1050100000,815980000,8260800.0,807720000,Median,0.057257,0.61238,6.599,36.25,342.25,0.78457,0.80129,0.84164,0.97934,50.714,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9Q9,asd,3,115510000,105960000,9551700,323560000,176470000,147090000,26469000,1750900,24718000.0,5854100,885660,4968500,0,0.0,0,Median,0.089352,0.83805,9.8072,6.1534,,1.1758,1.0933,1.3676,0.62212,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9T0,serA,11,1856700000,1723400000,133340000,2827400000,1609700000,1217600000,734160000,76282000,657880000.0,621910000,10226000,611680000,589530000,1349300.0,588180000,Median,0.075705,0.80037,8.3663,55.358,177.97,1.0105,1.011,0.97348,0.98778,274.7,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9T4,tas,1,10250000,9567700,682540,13531000,6376400,7154600,4690000,586710,4103300.0,0,0,0,0,0.0,0,Median,0.050756,0.71615,8.4254,,,0.54141,1.0008,1.3867,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9U3,ybiT,5,0,0,0,0,0,0,0,0,0.0,4254200,0,4254200,2491700,0.0,2491700,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9W3,ettA,15,688490000,649910000,38581000,560640000,365940000,194700000,166830000,25098000,141740000.0,111800000,4148500,107660000,101930000,9106400.0,92822000,Median,0.06261,0.5317,5.6587,22.192,33.546,0.82575,0.7274,0.78556,1.9548,51.778,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9W9,yrdA,2,0,0,0,9135100,4790800,4344300,0,0,0.0,0,0,0,0,0.0,0,Median,,1.2184,,,,,1.6056,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9X4,mreB,1,0,0,0,9226800,6120700,3106100,3545000,443120,3101800.0,0,0,0,0,0.0,0,Median,,0.51001,6.1291,,,,0.66937,1.0368,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A9Y6,cspC,4,0,0,0,72811000,30747000,42064000,68156000,3818100,64338000.0,45481000,721740,44759000,24918000,578860.0,24339000,Median,,1.247,16.451,58.745,43.562,,1.6436,1.8904,1.1229,67.239,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA04,ptsH,3,0,0,0,65927000,26857000,39070000,34696000,2340800,32355000.0,18742000,677700,18065000,3754200,0.0,3754200,Median,,0.80917,9.0695,11.567,,,1.0742,1.2382,0.29944,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA10,rplM,10,1719500000,1578900000,140660000,1406300000,775170000,631140000,530810000,50220000,480590000.0,145860000,3164600,142700000,115940000,738840.0,115200000,Median,0.085331,0.80838,9.1414,41.875,112.62,1.0603,1.0659,1.2389,2.6145,124.87,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA16,ompR,1,24768000,23285000,1482400,30934000,19519000,11415000,2219500,335600,1883900.0,2190600,231050,1959500,2954800,205570.0,2749200,Median,0.066371,0.59144,4.9518,8.3189,7.2318,0.72672,0.81673,0.93258,3.7916,11.162,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA25,trxA,4,24738000,21631000,3106500,172930000,105200000,67732000,61958000,9414600,52543000.0,34251000,2626100,31625000,2766000,0.0,2766000,Median,0.1314,0.63512,5.9071,17.935,,1.443,0.83635,0.68247,0.6837,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA43,rsuA,3,0,0,0,125800000,58848000,66951000,2448800,0,2448800.0,2573300,0,2573300,2062000,0.0,2062000,Median,,0.87251,,,,,1.1452,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AA57,yobA,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAB6,galF,6,138870000,125420000,13452000,174400000,113030000,61368000,26739000,2419000,24320000.0,11168000,268030,10900000,6215200,27529.0,6187700,Median,0.084599,0.60434,8.3688,25.356,66.653,0.94991,0.82288,1.212,1.0691,102.88,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAB8,uspD,1,17465000,17007000,458000,31982000,25144000,6837800,1275400,295820,979620.0,0,0,0,1266900,36826.0,1230100,Median,0.037872,0.28528,3.7589,,6.1399,0.38879,0.4006,0.75906,,9.4769,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAC0,uspE,2,20209000,18909000,1299900,20865000,14234000,6630600,0,0,0.0,12110000,319890,11790000,0,0.0,0,Median,0.096439,0.63471,,32.045,,1.1807,0.87855,,1.136,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAC8,iscA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAI3,ftsH,7,52706000,49977000,2729300,39024000,26262000,12762000,9917200,2492500,7424800.0,0,0,0,0,0.0,0,Median,0.081626,0.44459,2.2778,,,0.90977,0.58789,0.36799,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAI5,fabF,3,88147000,80723000,7424100,54080000,32514000,21566000,31335000,3987100,27348000.0,39522000,748810,38773000,15072000,0.0,15072000,Median,0.092781,0.77261,8.0396,30.217,,1.2215,1.0648,1.0599,1.4704,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAI9,fabD,9,229780000,213560000,16224000,642840000,373730000,269100000,137790000,15167000,122620000.0,171940000,5625200,166320000,72742000,1849800.0,70892000,Median,0.078667,0.73306,8.3632,32.552,110.64,1.0169,0.95435,1.0641,0.94995,170.77,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AAX8,ybiS,8,341730000,318920000,22803000,360440000,221880000,138560000,71168000,7150200,64017000.0,88821000,1970800,86850000,68801000,0.0,68801000,Median,0.076031,0.65574,7.0175,37.97,,0.9909,0.8681,0.94602,1.0475,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB24,efeO,13,442880000,396890000,45991000,635440000,367770000,267670000,168840000,17072000,151770000.0,136790000,2440600,134350000,78276000,0.0,78276000,Median,0.06392,0.65785,7.7955,57.534,,0.87398,0.91242,1.1711,1.7488,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB28,yceD,1,0,0,0,6058400,2923200,3135200,13233000,1551100,11682000.0,0,0,0,3471900,0.0,3471900,Median,,0.92029,5.445,,,,1.2206,1.007,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB43,ycgL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB67,pntB,5,112720000,106460000,6255000,215820000,129320000,86495000,40112000,5729400,34383000.0,33322000,425230,32896000,42564000,237620.0,42327000,Median,0.059156,0.67851,5.8172,47.709,8.0602,0.76088,0.95051,0.79531,1.0517,12.441,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB71,fbaA,19,1676700000,1525400000,151260000,2914600000,1450000000,1464600000,739270000,66400000,672870000.0,1054300000,26651000,1027600000,258870000,2364300.0,256500000,Median,0.095982,0.93024,9.7089,47.544,319.97,1.2473,1.2343,1.2577,0.91964,45.636,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB80,ilvE,2,53158000,49545000,3612500,146340000,87063000,59275000,8318300,944730,7373600.0,9577400,203910,9373500,8021800,66158.0,7955700,Median,0.060172,0.66806,6.685,18.324,100.61,0.81114,0.8702,1.0158,4.2901,155.3,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB89,purB,11,474280000,439570000,34706000,712750000,398500000,314250000,195770000,17319000,178450000.0,223520000,3376400,220140000,146990000,502410.0,146490000,Median,0.089955,0.80744,8.813,51.743,361.5,1.0529,1.0622,1.3911,2.5243,557.98,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AB91,aroG,9,727280000,646920000,80356000,896810000,465370000,431440000,330260000,30937000,299330000.0,293530000,5575100,287960000,128910000,1895700.0,127010000,Median,0.091108,0.89889,9.8818,65.807,16.772,1.1655,1.1768,1.1962,1.1731,25.887,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABA0,atpF,9,240290000,227150000,13137000,383530000,234380000,149150000,115000000,17239000,97758000.0,43260000,683600,42577000,48205000,1271300.0,46934000,Median,0.060929,0.60895,5.2078,47.113,14.414,0.73743,0.82408,0.69219,1.5387,22.248,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABA6,atpG,8,75339000,69942000,5396700,68412000,37759000,30653000,17790000,1784600,16006000.0,25049000,332860,24716000,19564000,0.0,19564000,Median,0.078031,0.78758,7.0455,33.926,,0.97587,1.0393,1.0468,5.0871,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABB0,atpA,7,837950000,783210000,54738000,1366700000,777850000,588880000,243380000,28468000,214910000.0,110180000,2130900,108050000,71909000,772930.0,71136000,Median,0.076401,0.72258,6.717,44.479,46.672,1.0159,0.98029,0.94331,1.1535,72.039,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABB4,atpD,5,417460000,389560000,27892000,723610000,359460000,364150000,283970000,20039000,263930000.0,246080000,3729700,242350000,228880000,1735500.0,227150000,Median,0.072497,0.78752,7.6548,61.837,103.18,0.98857,1.0152,1.0436,1.2436,159.26,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABC3,hflC,4,21477000,20727000,750570,0,0,0,15310000,1891700,13418000.0,0,0,0,0,0.0,0,Median,0.045602,,6.8501,,,0.56599,,0.90533,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABC7,hflK,3,3692300,3411400,280850,30600000,18880000,11719000,8099300,1519500,6579800.0,9587000,314100,9272900,0,0.0,0,Median,0.073715,0.57127,3.8964,18.227,,0.71003,0.76729,0.58773,1.0654,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABD5,accA,5,142300000,133390000,8911800,152230000,99796000,52432000,18697000,3668700,15028000.0,23540000,406850,23133000,7781100,0.0,7781100,Median,0.057231,0.508,3.3772,20.827,,0.75943,0.68909,0.58431,1.1783,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABF6,cdd,2,0,0,0,34843000,22655000,12188000,2869300,672010,2197300.0,0,0,0,3579500,1024100.0,2555400,Median,,0.53565,3.2501,,1.8504,,0.72074,0.56546,,2.8561,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABH7,gltA,11,2132600000,2037000000,95618000,1898000000,1213800000,684280000,757120000,104910000,652210000.0,608880000,15160000,593720000,521080000,9921100.0,511160000,Median,0.049009,0.51644,5.7989,38.395,78.364,0.64939,0.68384,0.74383,0.97228,120.96,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABH9,clpA,2,1474300,1368000,106340,0,0,0,0,0,0.0,0,0,0,1502700,0.0,1502700,Median,0.091793,,,,,0.88804,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABI8,cyoB,1,19301000,19301000,0,18832000,13322000,5509600,0,0,0.0,0,0,0,0,0.0,0,Median,,0.40202,,,,,0.56105,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABJ1,cyoA,3,330050000,313140000,16914000,394860000,242920000,151940000,54525000,8666200,45858000.0,52379000,958380,51421000,70416000,2412600.0,68003000,Median,0.052133,0.56375,4.2116,39.642,16.738,0.74424,0.76049,0.55673,0.73639,10.803,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABJ9,cydA,1,11682000,10864000,818030,24170000,17182000,6987900,0,0,0.0,0,0,0,0,0.0,0,Median,0.078218,0.45837,,,,0.86173,0.6432,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABK5,cysK,14,5960100000,5633700000,326440000,5926200000,3793500000,2132700000,1423100000,225020000,1198000000.0,800480000,29901000,770580000,1011300000,4738400.0,1006600000,Median,0.057198,0.56162,5.5227,27.564,274.62,0.75525,0.71297,0.72146,0.69549,423.88,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0ABP8,deoD,8,314840000,295810000,19024000,634880000,380890000,253990000,47289000,4903000,42386000.0,55331000,1018700,54313000,45463000,331860.0,45132000,Median,0.094019,0.67096,7.8608,110.39,249.49,1.1854,0.88328,0.92006,1.7793,385.09,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
